video_id,video_title,description,channel_id,channel_name,published_at,duration_sec,duration_min,is_shorts_guess,view_count,like_count,comment_count,video_url,channel_subscriber_count,channel_video_count,matched_perf_id,matched_title,matched_genre,matched_venue,matched_perf_start,matched_perf_end,video_type,source_type,notes
FEt-3OggcHw,[𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭] 뮤지컬 마리퀴리 플레이리스트 #마리퀴리,"읹어라/향어라가 오길 바라는 마음을 가지고 뮤지컬 마리퀴리 넘버 한번에 듣기

[타임라인]
00:00 모든 것들의 지도
03:46 블랙 미스 폴란드
07:16 두드려
14:00 라듐 파라다이스
20:46 잘 지내요
23:45 예측할 수 없고 알려지지 않은
28:50 문제 없어
32:02 또 다른 이름
34:54 죽음의 라인
36:52 어둠 속에서
38:59 죽은 직공들을 위한 볼레로
43:22 그댄 내게 별
47:42 예측할 수 없고 알려지지 않은 Reprise

[출처]
모든 것들의 지도 / 블랙 미스 폴란드
https://www.youtube.com/watch?v=uw9YPQMdQR4
두드려
https://www.youtube.com/watch?v=6nQY8rYHMQg&t=505s
라듐파라다이스
https://www.youtube.com/watch?v=nHtB2RLK5eM
잘 지내요
https://www.youtube.com/watch?v=CAIT9YHfD64&t=390s
예측할 수 없고 / 문제 없어
https://www.youtube.com/watch?v=jgpM8iGT7cM
또 다른 이름
https://www.youtube.com/watch?v=bzDgA5suN4c
(사진: https://www.youtube.com/watch?v=CH2c4ttGCeA)
죽음의 라인 / 어둠 속에서
https://www.youtube.com/watch?v=Mh-9KElT1d4
죽은 직공들을 위한 볼레로
https://www.youtube.com/watch?v=r4z9nOpoC8I
그댄 내게 별
https://www.youtube.com/watch?v=mHqVdr2LRE0
예측할 수 없고 알려지지 않은 rep
https://www.youtube.com/watch?v=br1DDLDTVc0

편집: Movavi Video Plus 2022 (https://www.movavi.com/)",UCNsLdAGutrR6cfvnwvF3Ymg,하품,2023-01-14T05:04:41Z,3092,51.53,False,69459,792,22,https://www.youtube.com/watch?v=FEt-3OggcHw,159,77,PF226540,마리 퀴리,뮤지컬,홍익대 대학로 아트센터 대극장,2023-11-24,2024-02-18,,,
R7iRqDIDVhI,[#벌거벗은세계사] 노벨상 수상을 앞둔 마리 퀴리의 불륜설?🥵 소름ㄷㄷ 이미 자녀가 있는 유부남 그것도 남편의 제자와 바람 핌;;,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/gpc4kkic

＜벌거벗은 세계사＞
[월] 밤 10:10 tvN 방송

#벌거벗은세계사 #티빙에서스트리밍",UC78PMQprrZTbU0IlMDsYZPw,tvN Joy,2024-02-01T23:20:00Z,1025,17.08,False,21287,98,7,https://www.youtube.com/watch?v=R7iRqDIDVhI,4520000,112783,PF226540,마리 퀴리,뮤지컬,홍익대 대학로 아트센터 대극장,2023-11-24,2024-02-18,,,
IE8J-h5K06U,서울시극단 〈퉁소소리〉 하이라이트 | 세종문화회관,"서울시극단  |〈퉁소소리〉 

벌써 이번주 막공!
전 세대를 아우르는 감동적이고도 유쾌한 매력이 흘러넘치는
2025 〈퉁소소리〉 하이라이트🎥
조선시대, 어느 가정이 겪은 파란만장한 대서사시 속으로 초대합니다!

서울시극단
〈퉁소소리〉
2025.9.5(금)-9.28(일)
세종M씨어터

#세종문화회관 #퉁소소리 #서울시극단 #고선웅 #백상예술대상 #연극 #공연 #공연추천

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-09-24T01:58:22Z,525,8.75,False,519,12,0,https://www.youtube.com/watch?v=IE8J-h5K06U,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
7nUKCMSiPj8,“살아 있으면 좋은 일이 생긴다” 조선판 블록버스터〈퉁소소리〉 | 세종문화회관,"서울시극단｜퉁소소리

🏆 2025 백상예술대상 백상연극상 수상
🚩 조위한 고소설 '최척전' 원작, 고선웅 각색·연출

다시 돌아온,
조선판 블록버스터 연극

“살아 있으면 좋은 일이 생긴다”

〈퉁소소리〉9월 𝑪𝒐𝒎𝒊𝒏𝒈 𝑺𝒐𝒐𝒏ㅡ

서울시극단
〈퉁소소리〉
2025.9.5(금)-9.28(일)
세종M씨어터

#세종문화회관 #퉁소소리 #서울시극단 #고선웅 #백상예술대상 #연극 #공연 #커밍쑨 #공연추천

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-08-21T08:53:13Z,36,0.6,True,10464,77,2,https://www.youtube.com/watch?v=7nUKCMSiPj8,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
_nc_s--GnTU,연극 〈퉁소소리〉하이라이트 | 세종문화회관,"서울시극단｜퉁소소리

임진왜란과 정유재란을 겪고
동북아시아를 넘나들며 펼쳐지는
최척 일가의 가슴 아픈 이별과 감동적인 재회

만남과 헤어짐을 반복하면서도
잃지 않는 희망과 끈끈한 가족애를 그린
아름답고도 탄탄한 서사!

고선웅 연출 특유의 재기발랄한 감각과
배우들의 열연이 빛나는
연극 〈퉁소소리〉를 절대 놓치지 마세요✨

서울시극단
〈퉁소소리〉
2024.11.11(월)-11.27(수)
세종M씨어터

#세종문화회관 #서울시극단 #퉁소소리 #고선웅 #이호재 #정새별 #박영민 #조선시대 #서울시극단 #연극 #퉁소소리 #공연 #공연추천

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2024-11-13T05:00:32Z,895,14.92,False,4171,47,2,https://www.youtube.com/watch?v=_nc_s--GnTU,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
iwktM2K-dQ0,#연극퉁소소리 #퉁소소리 #연극추천 #백상연극상#서울시극단 #세종문화회관 #세종M씨어터 #웹진담담,,UCGLASVu6wuqC4lg69tfXKAw,[한국국학진흥원]스토리테마파크,2025-09-09T01:12:05Z,31,0.52,True,614,2,1,https://www.youtube.com/watch?v=iwktM2K-dQ0,560,342,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
T2SvowdU-xg,"이건 첫 번째 레슨, 퉁소소리 미리 보기 | 세종문화회관","서울시극단｜퉁소소리

📣 이건 첫 번째 레슨
좋은 건 너만 알지 말기

📣 이제 두 번째 레슨
돌아온 '퉁소소리' 공연 여기저기 소문내기

작년에 피치 못할 사정으로 못 보신 분? 
한 번 보고 N주행 결심하신 분?
아기다리고기다리신 모든 분을 위해 준비한 희소식!✨

“퉁소소리는 아직 끝나지 않았다네.”

🏆 2025 백상예술대상 백상연극상 수상
🚩 조위한 고소설 '최척전' 원작, 고선웅 각색·연출
'퉁소소리' 9월 𝑪𝒐𝒎𝒊𝒏𝒈 𝑺𝒐𝒐𝒏ㅡ

서울시극단
〈퉁소소리〉
2025.9.5(금)-9.28(일)
세종M씨어터

#세종문화회관 #퉁소소리 #서울시극단 #고선웅 #백상예술대상 #연극 #공연 #커밍쑨 #thanku #공연추천

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-07-25T00:39:30Z,27,0.45,True,79105,691,1,https://www.youtube.com/watch?v=T2SvowdU-xg,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
cuJRWJJDQIk,서울시극단 연극 '퉁소소리' 명장면 하이라이트,2024년 11월 11일 프레스콜 현장,UCMM9oBz5_6CVXyR9LDcx3Nw,위드인뉴스,2024-11-11T14:00:31Z,342,5.7,False,364,1,0,https://www.youtube.com/watch?v=cuJRWJJDQIk,4430,2437,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
I3ojWXnLlIQ,연극〈퉁소소리〉 고선웅 연출 키워드 인터뷰 | 세종문화회관,"서울시극단 | 퉁소소리

""괜찮아, 스스로 위로하듯이""

고선웅 연출의 재치 가득한 키워드 인터뷰!
영상으로 만나보세요👏

🚩 조휘안 고소설 '최척전' 원작, 고선웅 각색·연출
〈퉁소소리〉 오늘 개막!

서울시극단
〈퉁소소리〉
2024.11.11(월)-11.27(수)
세종M씨어터

#세종문화회관 #퉁소소리 #서울시극단 #고선웅 #이호재 #정새별 #박영민 #장연익 #강신구 #김신기 #류주연 #오현우 #최나라 #이원희 #전재형 #박장면 #이승우 #민경석 #윤준호 #김용준 #최아론 #최민혁 #박예리 #이석중 #연극 #공연 #공연추천

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2024-11-11T02:08:36Z,116,1.93,False,4891,48,2,https://www.youtube.com/watch?v=I3ojWXnLlIQ,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
VjodPkTivGM,서울시극단 연극 퉁소소리 - 옥영과 최척의 재회,,UCMM9oBz5_6CVXyR9LDcx3Nw,위드인뉴스,2024-11-11T14:13:35Z,60,1.0,True,620,7,1,https://www.youtube.com/watch?v=VjodPkTivGM,4430,2437,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
ExptiDcmNj8,241127 서울시극단 퉁소소리 초연막공 커튼콜,,UCxanIX3psX1tDT6ny96yLsw,크림맘,2024-12-02T17:35:18Z,40,0.67,True,28,0,0,https://www.youtube.com/watch?v=ExptiDcmNj8,9730,399,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
gvYkYz2KSq0,연극 〈퉁소소리〉 연습현장 스케치📷 | 세종문화회관,"서울시극단｜퉁소소리

연극 〈퉁소소리〉 연습현장 스케치📷

평범한 민초, 해적장, 후금의 장수 등
다채로운 연기로 관객들을 울고 웃게 만들
배우들의 열연을 영상으로 만나보세요!

📜 조선, 최척이 들려주는 이야기

최척은 옥영과 혼인을 언약하지만 임진왜란이 일어나자 의병으로 참전하면서 헤어진다.
우여곡적을 겪고 혼례하여 아이를 낳는다.
다시 정유재란이 일어나고 최척은 식량을 구하러 가면서 가족과 헤어진다.
최척은 중국 배를 타고 떠돌고, 옥영은 일본 배를 타고 떠돌다 베트남 항구에서 기적처럼 만난다.
하지만 또 다시 반란이 일어나고 최척과 옥영은 긴 이별을 하는데...

서울시극단
〈퉁소소리〉
2024.11.11(월)-11.27(수)
세종M씨어터

#세종문화회관 #서울시극단 #퉁소소리 #고선웅 #이호재 #정새별 #박영민 #장연익 #강신구 #김신기 #류주연 #오현우 #최나라 #이원희 #전재형 #박장면 #이승우 #민경석 #윤준호 #김용준 #최아론 #최민혁 #박예리 #이석중 #서울시극단 #연극 #퉁소소리 #연습실


💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2024-11-01T07:15:03Z,689,11.48,False,1679,23,6,https://www.youtube.com/watch?v=gvYkYz2KSq0,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
0Urh71nytpk,"조선시대, 어느 가정의 파란만장한 대서사시 연극《퉁소소리》| 세종문화회관","서울시극단｜연극 《퉁소소리》

연극《퉁소소리》 #TEASER
노최척 이호재 배우의 티저 영상🎬

""이제는 다 늙어버린 최척이올시다. 
끝없이 사지를 넘나들고 이별하다 결국 재회하는
우리 가족의 이야기를 들어보시지요.""

조선시대, 어느 가정의 파란만장한 대서사시를
영상으로 먼저 만나보세요! 

서울시극단 
연극 《퉁소소리》
2024.11.11(월)-11.27(수)
세종M씨어터

#고선웅 #이호재 #정새별 #박영민 #장연익 #강신구 #김신기 #류주연 #오현우 #최나라 #이원희 #전재형 #박장면 #이승우 #민경석 #윤준호 #김용준 #최아론 #최민혁 #박예리 #이석중 

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2024-10-14T02:30:00Z,33,0.55,True,1969,11,3,https://www.youtube.com/watch?v=0Urh71nytpk,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
EgLEcS4XCi8,연극〈퉁소소리〉관객과의 대화 현장 공개😀 | 세종문화회관,"서울시극단｜퉁소소리

고선웅 연출과 배우들이 함께한
관객과의 대화 현장을 공개합니다😀

블록버스터급 스케일의 〈퉁소소리〉
폐막이 얼마 남지 않았으니
예매를 서둘러 주세요!

서울시극단
〈퉁소소리〉
2024.11.11(월)-11.27(수)
세종M씨어터

#세종문화회관 #서울시극단 #퉁소소리 #고선웅 #이호재 #관객과의대화 #연극퉁소소리 #블록버스터 #공연 #연극 #공연추천

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2024-11-20T07:00:07Z,142,2.37,False,192,6,1,https://www.youtube.com/watch?v=EgLEcS4XCi8,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
HnmcxdzamAQ,연극 퉁소소리 애원성,"2024년 11월11일~11월27일 세종문화회관 M시어터
퉁소소리 많이 보러오세요^^
연출:고선웅
음악감독:장태평
서울시극단",UCCnbK-ubB3LNYQtWxuckMAQ,차루빈,2024-10-24T10:56:07Z,104,1.73,False,2668,68,12,https://www.youtube.com/watch?v=HnmcxdzamAQ,1420,120,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
vms-8YbarkE,조선시대에 이런 글로벌 서사? 연극적 블록버스터는 이런 것!ㅣ연출가 고선웅 / 커튼콜 281회 / 풀영상 / 골라듣는 뉴스룸 / SBS,"커튼콜 281회에서는 연극, 뮤지컬, 창극 등 여러 장르를 넘나드는 스타 연출가 고선웅 씨를 만납니다. 현재 그가 연출한 서울시극단 '퉁소소리'가 지난해에 이어 두 번째로 공연되고 있는데요, 조선시대 소설 '최척전'이 원작인 이 연극은 조선과 일본, 중국, 베트남을 넘나들며 긴 세월 가족이 만나고 헤어지고, 다시 만나는 과정을 그려내며 관객을 울리고, 웃기고, 깊은 울림을 전합니다. 원로 배우 이호재 씨가 무대의 중심을 잡고, 오디션으로 발탁된 주역, 1인 다역을 매끄럽게 소화하는 조역들의 연기가 조화롭게 어울립니다. 웃다가도 울고, 울다가도 웃는 우리네 삶과 닮은 연극 이야기 나눠봅니다. 현재 준비 중인 소리극 '서편제', 창립 20주년을 맞은 극 공작소 '마방진' 이야기도 흥미롭습니다. 

♬ 서울시극단 '퉁소소리' 하이라이트 (영상 제공 : 세종문화회관)

진행 : SBS 김수현 문화전문기자, 이병희 아나운서 l 연출가 고선웅 l 글·편집 : 김은혜 PD
사진 및 영상 제공출처 : 세종문화회관, 국립정동극장, 극단 마방진 인스타그램
유튜브 재생목록 '김수현 문화전문기자의 커튼콜'을 추가해 보세요. https://han.gl/3YIq8

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",UCkinYTS9IHqOEwR1Sze2JTw,SBS 뉴스,2025-09-26T01:01:09Z,4353,72.55,False,514,8,0,https://www.youtube.com/watch?v=vms-8YbarkE,5240000,344837,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
iFWFiAEUlWU,"서울시극단 〈유령〉 (𝙄,𝙢 𝙣𝙤𝙬𝙝𝙚𝙧𝙚)  | 세종문화회관","서울시극단 | 유령

사람답게 살지 못하고 초라하게 사라진 이들의 이야기

𝑆𝑦𝑛𝑜𝑝𝑠𝑖𝑠
'배명순'은 남편의 폭력을 피해 가출한다. 
이름까지 바꾸며 험난한 세월을 보낸 지 16년, 
말기 암 진단을 받고 무연고자로 쓸쓸히 죽음을 맞이한다. 
그는 시신 안치실에서 화장되지 못한 채 떠도는 유령들을 만나는데...

백상예술대상 연극 부문 작품상 수상 〈퉁소소리〉
고선웅 연출이 14년 만에 선보이는 창작 신작!

𝙸'𝚖 𝚗𝚘𝚠𝚑𝚎𝚛𝚎—유령 𝘊𝘰𝘮𝘪𝘯𝘨 𝘚𝘰𝘰𝘯

서울시극단  〈유령〉
2025. 5. 30–6. 22
세종S씨어터

#세종문화회관 #서울시극단 #연극 #고선웅 #서울시극단장 #신현종 #강신구 #김신기 #이지하 #최나라 #홍의준 #이승우


💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-05-07T06:00:38Z,36,0.6,True,56794,94,0,https://www.youtube.com/watch?v=iFWFiAEUlWU,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
3sIF_VdLZtM,"연출 고선웅 ""들키는 연극이 마음속에 다가오는 것 같다""  연극 퉁소소리",2024년 11월 11일 프레스콜 현장,UCMM9oBz5_6CVXyR9LDcx3Nw,위드인뉴스,2024-11-11T13:58:21Z,304,5.07,False,104,2,0,https://www.youtube.com/watch?v=3sIF_VdLZtM,4430,2437,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
C8xdtOcHasQ,"배우 정새별 ""옥영은 정말 강한 인물"" 연극 '퉁소소리'",2024년 11월 11일 프레스콜 현장,UCMM9oBz5_6CVXyR9LDcx3Nw,위드인뉴스,2024-11-11T13:58:26Z,190,3.17,False,111,2,1,https://www.youtube.com/watch?v=C8xdtOcHasQ,4430,2437,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
24FksY9EVHw,"세종문화회관 M씨어터 연극 퉁소소리 프레스콜, 플레이뉴스 문성식 편집장 촬영 편집",,UCfvlWjrj5-HLvNqv9hKxlpg,플레이뉴스(이화미디어),2024-11-11T12:25:32Z,1808,30.13,False,145,2,0,https://www.youtube.com/watch?v=24FksY9EVHw,3810,1844,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
9HyNcGAA8LI,서울시극단 〈유령〉하이라이트 | 세종문화회관,"서울시극단 | 유령

""제 인생은 분명 한 편의 연극이었어요.
하지만 리바이벌은 절대로 하고 싶지 않은!""

삶과 죽음의 경계, 그 너머에서 피어나는
가장 인간적인 유령들의 이야기

백상예술대상 작품상 〈퉁소소리〉 고선웅 연출이
14년 만에 선보이는 오리지널 창작극!

연극과 현실을 오가며 펼쳐지는 몰입감 넘치는 무대를
하이라이트 영상으로 먼저 만나보세요🎭

서울시극단
〈유령〉
2025.5.30(금)-6.22(일)
세종S씨어터

#세종문화회관 #서울시극단 #유령 #세종S씨어터 #고선웅 #퉁소소리 #백상예술대상 #작품상 #신작 #연극 #연극추천 #공연 #공연추천

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-06-09T04:47:00Z,165,2.75,False,459,6,1,https://www.youtube.com/watch?v=9HyNcGAA8LI,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
NOD2rRFujgM,"""세상은 무대고, 인간은 배우라는 말을 무대에서 증명해보고 싶었습니다."" | 세종문화회관","서울시극단 | 유령

""세상은 무대고, 인간은 배우라는 말을
무대에서 증명해보고 싶었습니다."" —고선웅 연출가

백상예술대상 연극 부문 작품상 수상 〈퉁소소리〉
고선웅 연출이 14년 만에 선보이는 창작 신작!
사람답게 살지 못하고 초라하게 사라진 이들의 이야기

𝑆𝑦𝑛𝑜𝑝𝑠𝑖𝑠
'배명순'은 남편의 폭력을 피해 가출한다.
이름까지 바꾸며 험난한 세월을 보낸 지 16년,
말기 암 진단을 받고 무연고자로 쓸쓸히 죽음을 맞이한다.
그는 시신 안치실에서 화장되지 못한 채 떠도는 유령들을 만나는데...

𝙸'𝚖 𝚗𝚘𝚠𝚑𝚎𝚛𝚎—유령 𝑪𝒐𝒎𝒊𝒏𝒈 𝑺𝒐𝒐𝒏

서울시극단 
〈유령〉
2025. 5. 30–6. 22
세종S씨어터
⠀
#세종문화회관 #서울시극단 #연극 #고선웅 #서울시극단장 #신현종 #강신구 #김신기 #이지하 #전유경 #홍의준 #이승우


💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-05-16T05:00:32Z,86,1.43,False,9079,2414,1,https://www.youtube.com/watch?v=NOD2rRFujgM,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
idP_G0jKxKg,"존재만으로 압도한다, '퉁소소리' 이호재 #커튼콜 #shorts","한국, 중국, 일본, 베트남을 넘나드는 ‘글로벌 서사’! 과연 이 거대한 이야기를 고선웅 씨는 어떻게 연극 무대로 옮겼을까요? 자세한 내용은 SBS 골라듣는 뉴스룸《커튼콜》본편에서 만날 수 있습니다.
https://youtu.be/vms-8YbarkE

📸세종문화회관

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",UCkinYTS9IHqOEwR1Sze2JTw,SBS 뉴스,2025-09-26T09:01:20Z,121,2.02,False,2145,7,0,https://www.youtube.com/watch?v=idP_G0jKxKg,5240000,344837,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
sH2KO2EnlYs,"어느 좋은 봄밤, 최척과 옥영의 찬란한 순간 | 세종문화회관","서울시극단｜퉁소소리

“퉁소 소리는 아직 끝나지 않았네.” 

어느 좋은 봄밤, 
최척과 옥영의 찬란한 순간

🚩 조휘안 고소설 '최척전' 원작, 고선웅 각색·연출
〈퉁소소리〉 Coming Soon

서울시극단
〈퉁소소리〉
2024.11.11(월)-11.27(수)
세종M씨어터

#세종문화회관 #퉁소소리 #서울시극단 #고선웅 #이호재 #정새별 #박영민 #장연익 #강신구 #김신기 #류주연 #오현우 #최나라 #이원희 #전재형 #박장면 #이승우 #민경석 #윤준호 #김용준 #최아론 #최민혁 #박예리 #이석중 #연극 #공연 #공연추천

💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2024-11-06T05:00:48Z,50,0.83,True,1924,7,1,https://www.youtube.com/watch?v=sH2KO2EnlYs,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
nhdi00d4DVo,"[임수민의 지금 이 사람] 연극, 뮤지컬, 축제 등 장르를 넘나드는 고선웅 예술감독 (1)｜ KBS 250425 방송","""연극, 뮤지컬, 축제 등 장르를 넘나드는 고선웅 예술감독 (1)
- 2025 봄 궁중문화축전 개막제 연출 맡아... 궁궐 배경 연출의 매력은?
- 연극 동아리에서 희곡 작가, 스타 연출가가 되기까지의 이야기""",UCMLJc_D3jgFcS_48G7i4V0A,KBS 1라디오,2025-05-07T07:04:00Z,1679,27.98,False,118,1,0,https://www.youtube.com/watch?v=nhdi00d4DVo,1380000,37316,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
-AOHzYD1CKA,"광고회사 다니다가 연출가로, 굽이진 인생에서 연극을 선택한 이유 / 커튼콜 / 더 골라듣는 뉴스룸 / SBS","[2025년 9월 19일 녹화]

연극 '퉁소 소리' '조씨고아, 복수의 씨앗' 창극 '귀토' '변강쇠 점 찍고 옹녀' 등 수많은 화제작을 연출한 고선웅 씨는 대학 시절 동아리에서 연극을 연출했고, 신춘문예로 등단한 극작가이기도 합니다. 대학 졸업 후 광고 회사에 취직해 평범한 직장인으로 보낸 시간도 있었지만, 연극에 대한 열정은 그를 '연극쟁이'의 길로 이끌었습니다. 
고선웅 씨가 만든 극단 '마방진'은 우리 연극계에서 굳건한 위상을 차지하고 있는데요, 곧 설립 20주년을 맞게 되죠. '마방진'이라는 이름에는 어떤 의미가 있을까요? 그는 연극이 도 닦는 일과 같다고 했는데, 그 이유는 무엇일까요? 흥미로운 연극과 인생 이야기, 놓치지 마세요.
https://youtu.be/vms-8YbarkE

📸극단 마방진 인스타그램

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지",UCkinYTS9IHqOEwR1Sze2JTw,SBS 뉴스,2025-09-26T08:00:00Z,616,10.27,False,659,9,0,https://www.youtube.com/watch?v=-AOHzYD1CKA,5240000,344837,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
ERgCk8ybdqM,2025 백상연극상 수상 고선웅 창작 신작 〈유령〉메이킹 필름 | 세종문화회관,"서울시극단 | 유령

""세상은 무대고, 인간은 배우라는 말을
무대에서 증명해보고 싶었습니다."" —고선웅 연출가

백상예술대상 연극 부문 작품상 수상 〈퉁소소리〉
고선웅 연출이 14년 만에 선보이는 창작 신작!
사람답게 살지 못하고 초라하게 사라진 이들의 이야기

𝑆𝑦𝑛𝑜𝑝𝑠𝑖𝑠
'배명순'은 남편의 폭력을 피해 가출한다.
이름까지 바꾸며 험난한 세월을 보낸 지 16년,
말기 암 진단을 받고 무연고자로 쓸쓸히 죽음을 맞이한다.
그는 시신 안치실에서 화장되지 못한 채 떠도는 유령들을 만나는데...

𝙸'𝚖 𝚗𝚘𝚠𝚑𝚎𝚛𝚎—유령 𝑪𝒐𝒎𝒊𝒏𝒈 𝑺𝒐𝒐𝒏

서울시극단 
〈유령〉
2025. 5. 30–6. 22
세종S씨어터
⠀
⠀
#세종문화회관 #서울시극단 #연극 #고선웅 #서울시극단장 #신현종 #강신구 #김신기 #이지하 #전유경 #홍의준 #이승우


💛세종문화회관 SNS
인스타그램 https://www.instagram.com/sejongcenter
페이스북 https://www.facebook.com/sjcenter
블로그 https://blog.naver.com/sejongnanum",UCCqaPJqI5q1kfO51qWWOjrQ,세종문화회관 Sejong Center,2025-05-16T05:00:28Z,181,3.02,False,792,18,1,https://www.youtube.com/watch?v=ERgCk8ybdqM,36000,1010,PF233740,"서울시극단, 퉁소소리",연극,세종문화회관 세종M씨어터,2024-11-11,2024-11-27,,,
